Campaign Name,Email,Email Provider,Lead Status,Verification Status,Interest Status,Last contacted from,phone,website,lastName,firstName,companyName,personalization,email,campaign,jobTitle,linkedIn,location,PhoneNumber,companyDomain,Telefoonnummer
"RijFlow App NL",mailino@hotmail.com,Microsoft,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,None,,,Autorijschool Inter,,mailino@hotmail.com,,,,,,,06 51 73 57 83
"RijFlow App NL",rijschoolabrari@hotmail.com,Microsoft,Bounced,,Lead,howard@decanexusorbit.org,,None,,,Driving School Amsterdam,,rijschoolabrari@hotmail.com,,,,,,,020 610 46 36
"RijFlow App NL",info@rijschoolkrijnsen.nl,Other,Completed | Contacted,,Lead,charles@decanexusorbit.org,,http://www.rijschoolkrijnsen.nl/,,,Rijschool Krijnsen,,info@rijschoolkrijnsen.nl,,,,,,,0226 72 22 02
"RijFlow App NL",info@rem-go.nl,Microsoft,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,http://www.rem-go.nl/,,,Rem & Go,,info@rem-go.nl,,,,,,,None
"RijFlow App NL",joriaalsmeer@gmail.com,Google,Completed | Contacted,,Lead,howard@decanexusorbit.org,,None,,,Autorijschool Jori,,joriaalsmeer@gmail.com,,,,,,,0297 34 29 28
"RijFlow App NL",info@1basis.nl,Other,Completed | Contacted,,Lead,charles@decanexusorbit.org,,http://www.rijschool1basis.nl/,,,1BASIS,,info@1basis.nl,,,,,,,085 130 46 38
"RijFlow App NL",info@bruinsma.nl,Microsoft,Completed | Contacted,,Lead,howard@decanexusorbit.org,,http://www.bruinsma.nl/,,,Bruinsma Verkeersopleidingen,,info@bruinsma.nl,,,,,,,None
"RijFlow App NL",rijschool@bezemerabr.nl,Other,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,http://www.bezemerabr.nl/,,,Autorijschool Bezemer ABR,,rijschool@bezemerabr.nl,,,,,,,035 533 95 71
"RijFlow App NL",abreinders@kpnplanet.nl,Other,Completed | Contacted,,Lead,charles@decanexusorbit.org,,None,,,Rijopleiding Coach,,abreinders@kpnplanet.nl,,,,,,,None
"RijFlow App NL",info@rijbewijsexpress.nl,Other,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,RijbewijsExpress,,info@rijbewijsexpress.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",rijschoolterpstra@ziggo.nl,Other,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,None,,,Rijschool Terpstra,,rijschoolterpstra@ziggo.nl,,,,,,,0228518415
"RijFlow App NL",rene@autorijschoolboswinkel.nl,Other,Completed | Contacted,,Lead,charles@decanexusorbit.org,,http://www.autorijschoolboswinkel.nl/,,,Autorijschool Boswinkel,,rene@autorijschoolboswinkel.nl,,,,,,,053 477 45 82
"RijFlow App NL",info@autorijschooljezuvis.nl,Other,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.autorijschooljezuvis.nl/,,,Jezuvis,,info@autorijschooljezuvis.nl,,,,,,,0365 25 05 02
"RijFlow App NL",auto-ecole@zonnet.nl,Other,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,None,,,Auto-Ecole,,auto-ecole@zonnet.nl,,,,,,,0294 43 02 44
"RijFlow App NL",info@rijschooldewitt.nl,Other,Completed | Contacted,,Lead,howard@decanexusorbit.org,,None,,,Autorijschool de Witt,,info@rijschooldewitt.nl,,,,,,,026 312 03 34
"RijFlow App NL",info@stormverkeersopleidingen.nl,Microsoft,Completed | Contacted,,Lead,charles@decanexusorbit.org,,http://www.stormverkeersopleidingen.nl/,,,Storm Verkeersopleidingen,,info@stormverkeersopleidingen.nl,,,,,,,0251 67 11 85
"RijFlow App NL",dhalil.souisay@gmail.com,Google,Completed | Contacted,,Lead,charles@decanexusorbit.org,,None,,,De Rij Praktijk,,dhalil.souisay@gmail.com,,,,,,,0207891235
"RijFlow App NL",r.duster@chello.nl,Other,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,None,,,R.F.R. Düster,,r.duster@chello.nl,,,,,,,020 612 67 34
"RijFlow App NL",g.mahmood@live.com,Microsoft,Completed | Contacted,,Lead,howard@decanexusorbit.org,,None,,,Autorijschool Mughal,,g.mahmood@live.com,,,,,,,06 46 91 60 29
"RijFlow App NL",rijschool.dekker@planet.nl,Other,Bounced,,Lead,howard@decanexusorbit.org,,None,,,Auto- en Motorrijschool Dekker,,rijschool.dekker@planet.nl,,,,,,,0548 61 20 57
"RijFlow App NL",info@dorinevanderwillik.nl,Microsoft,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,http://www.dorinevanderwillik.nl/,,,Autorijschool 'Dorine van der Willik',,info@dorinevanderwillik.nl,,,,,,,0187 49 35 69
"RijFlow App NL",info@rijschoolatlas.nl,Other,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Atlas,,info@rijschoolatlas.nl,,,,,(072) 512 76 60,,
"RijFlow App NL",info@serona.nl,Other,Completed | Contacted,,Lead,charles@decanexusorbit.org,,None,,,Autorijschool Serona Citydrive,,info@serona.nl,,,,,,,0104382833
"RijFlow App NL",info@jacgroot.nl,Other,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Jac Groot Auto- en Motorrijschool v.o.f.,,info@jacgroot.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",marcelkluft@zonnet.nl,Other,Bounced,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Marcel Kluft,,marcelkluft@zonnet.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",holland_karim@yahoo.com,Yahoo,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Dunya,,holland_karim@yahoo.com,,,,,06 19 53 89 66,,
"RijFlow App NL",info@verkeersschoolebbers.nl,Other,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Ebbers,,info@verkeersschoolebbers.nl,,,,,06 19 53 89 66,,
"RijFlow App NL",info@rijschool-joke.nl,Microsoft,Completed | Contacted,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Rijschool Joke V.O.F.,,info@rijschool-joke.nl,,,,,06 19 53 89 66,,
"RijFlow App NL",verkeersschool@temorsche.nl,Other,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autobedrijf te Morsche V.O.F.,,verkeersschool@temorsche.nl,,,,,06 19 53 89 66,,
"RijFlow App NL",info@rijschoolemmanuel.nl,Not Found,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Rijschool Emmanuel,,info@rijschoolemmanuel.nl,,,,,06 19 53 89 66,,
"RijFlow App NL",info@rijschoolbima.com,Other,Completed | Contacted,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Rijschool BiMa,,info@rijschoolbima.com,,,,,(0251) 22 06 08,,
"RijFlow App NL",rijschoolbibros@gmail.com,Google,Bounced,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Bidros,,rijschoolbibros@gmail.com,,,,,06 19 53 89 66,,
"RijFlow App NL",info@alblas.net,Microsoft,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Alblas Verkeersschool,,info@alblas.net,,,,,None,,
"RijFlow App NL",info@hartemink.nl,Microsoft,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Hartemink Verkeersopleidingen B.V.,,info@hartemink.nl,,,,,06 19 53 89 66,,
"RijFlow App NL",info@rijschoolgroenland.nl,Microsoft,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Groenland,,info@rijschoolgroenland.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",info@autorijschoolvanderiet.nl,Other,Completed | Contacted,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Van de Riet,,info@autorijschoolvanderiet.nl,,,,,06 19 53 89 66,,
"RijFlow App NL",neha-autorijschool@hotmail.com,Microsoft,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Neha Autorijschool,,neha-autorijschool@hotmail.com,,,,,(0251) 22 06 08,,
"RijFlow App NL",ferry@ferraririjden.nl,Other,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,A.A.T. Rijschool Magielse,,ferry@ferraririjden.nl,,,,,0653412544,,
"RijFlow App NL",rijschool@onbeperktinbeweging.nl,Other,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool 'Onbeperkt In Beweging',,rijschool@onbeperktinbeweging.nl,,,,,None,,
"RijFlow App NL",info@rijschoolalphenaar.nl,Other,Completed | Contacted,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Rijschool Alphenaar,,info@rijschoolalphenaar.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",tamererdal@hotmail.com,Microsoft,Completed | Contacted,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Rijschool Erdal Tamer,,tamererdal@hotmail.com,,,,,06 19 53 89 66,,
"RijFlow App NL",gemmavolmer@hotmail.com,Microsoft,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Gemma Volmer,,gemmavolmer@hotmail.com,,,,,06 19 53 89 66,,
"RijFlow App NL",furat99@live.nl,Microsoft,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,A9 Autorijschool,,furat99@live.nl,,,,,(072) 562 33 24,,
"RijFlow App NL",info@autorijschoolhoogeboom.nl,Other,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Hoogeboom,,info@autorijschoolhoogeboom.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",rijschooljonker@hotmail.com,Microsoft,Completed | Contacted,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Rijschool Jonker,,rijschooljonker@hotmail.com,,,,,06 19 53 89 66,,
"RijFlow App NL",pieterbas@xs4all.nl,Other,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Van der Weijden,,pieterbas@xs4all.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",info@succesopweg.nl,Other,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Succes op Weg,,info@succesopweg.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",info@rijless.nl,Other,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,RijLess.nl,,info@rijless.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",mirjanvanwijk@live.nl,Microsoft,Completed | Contacted,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,"Autorijschool De Snelweg" (A.L. Dijkhuis),,mirjanvanwijk@live.nl,,,,,06 50 22 85 68,,
"RijFlow App NL",rijschoolronpeters@home.nl,Other,Bounced,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Ron Peters,,rijschoolronpeters@home.nl,,,,,06 19 53 89 66,,
"RijFlow App NL",info@rijschoolcleopatra.nl,Other,Completed | Contacted,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Rijschool Cleopatra VOF,,info@rijschoolcleopatra.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",verkoop@agere.nl,Microsoft,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Agere Opleidingen B.V.,,verkoop@agere.nl,,,,,(0546) 563 050,,
"RijFlow App NL",info@rijschooldelfin.nl,Other,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Rijschool Delfin VOF,,info@rijschooldelfin.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",gulkahraman@hotmail.com,Microsoft,Completed | Contacted,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Gülay,,gulkahraman@hotmail.com,,,,,(0251) 22 06 08,,
"RijFlow App NL",seine@rij-advies.nl,Microsoft,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Edwin Broers t.h.o.d.n. NXXT,,seine@rij-advies.nl,,,,,06 19 53 89 66,,
"RijFlow App NL",info@rijtechnologie.nl,Other,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Rijtechnologie,,info@rijtechnologie.nl,,,,,06 19 53 89 66,,
"RijFlow App NL",info@rijschoolbianca.nl,Other,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Rijschool Bianca,,info@rijschoolbianca.nl,,,,,06 19 53 89 66,,
"RijFlow App NL",cakmak_1966@hotmail.com,Microsoft,Completed | Contacted,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool de Toekomst,,cakmak_1966@hotmail.com,,,,,023-5400447,,
"RijFlow App NL",info@rijschoolflydrive.nl,Other,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Rijschool Fly & Drive,,info@rijschoolflydrive.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",ugurel62@hotmail.com,Microsoft,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Ugurel,,ugurel62@hotmail.com,,,,,06 19 53 89 66,,
"RijFlow App NL",info@autorijschoolkick.nl,Microsoft,Completed | Contacted,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Kick,,info@autorijschoolkick.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",peterbrunninkhuis@home.nl,Other,Bounced,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Brunninkhuis,,peterbrunninkhuis@home.nl,,,,,06 19 53 89 66,,
"RijFlow App NL",info@lesgo.nl,Other,Completed | Contacted,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,LesGo B.V.,,info@lesgo.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",amsterdam@anwb-rijopleiding.nl,Other,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,ANWB Rijopleidingen,,amsterdam@anwb-rijopleiding.nl,,,,,None,,
"RijFlow App NL",maupiecali@gmail.com,Google,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Maupie,,maupiecali@gmail.com,,,,,(0251) 22 06 08,,
"RijFlow App NL",hermen@rijschoolhermen.nl,Microsoft,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Rijschool Hermen,,hermen@rijschoolhermen.nl,,,,,06 19 53 89 66,,
"RijFlow App NL",info@rijschooldebroers.nl,Other,Completed | Contacted,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Rijschool De Broers,,info@rijschooldebroers.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",info@rijschoolelite.nl,Microsoft,Completed | Contacted,,Lead,howard@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Elite,,info@rijschoolelite.nl,,,,,(072) 511 61 43,,
"RijFlow App NL",autorijschoolsarkis@gmail.com,Google,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Sarkis,,autorijschoolsarkis@gmail.com,,,,,06 19 53 89 66,,
"RijFlow App NL",info@mjrijschool.nl,Other,Completed | Contacted,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,MJ-rijschool,,info@mjrijschool.nl,,,,,(0251) 22 06 08,,
"RijFlow App NL",koos@rijschoolkoosbos.nl,Google,Completed | Contacted,,Lead,ellie@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Rijschool Koos Bos,,koos@rijschoolkoosbos.nl,,,,,06 19 53 89 66,,
"RijFlow App NL",info@autorijschoolcoach.nl,Other,Completed | Contacted,,Lead,charles@decanexusorbit.org,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Coach,,info@autorijschoolcoach.nl,,,,,06 48 68 08 28,,
